Unnamed: 0,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,"district_size$$1,600 to 2,999","district_size$$10,000 to 24,999","district_size$$25,000 to 49,999","district_size$$3,000 to 4,999","district_size$$5,000 to 9,999","district_size$$50,000 and over",district_size$$500 to 999,district_size$$Under 500,community_type$$Independent Town,community_type$$Major Suburban,community_type$$Major Urban,community_type$$Non-metropolitan Fast Growing,community_type$$Non-metropolitan Stable,community_type$$Other Central City,community_type$$Other Central City Suburban,community_type$$Rural,tax_rate$$$1.1398 to under $1.2401,tax_rate$$$1.1461 to under $1.2543,tax_rate$$$1.2365 to under $1.3593,tax_rate$$$1.2401 to under $1.3690,tax_rate$$$1.2543 to under $1.3801,tax_rate$$$1.3593 and over,tax_rate$$$1.3690 and over,tax_rate$$$1.3801 and over,tax_rate$$Non-taxing entities,tax_rate$$Under $1.1251,tax_rate$$Under $1.1398,tax_rate$$Under $1.1461,rating$$Improvement Required,rating$$Met Alternative Standard,rating$$Met Standard
-1.7282603717181544,-0.2535725543833585,-0.2929037906261387,0.10099871991785155,0.14460413960705343,0.058588390965966915,-0.4167857718129404,-0.3246219167720436,0.4703077315162747,-0.6299629704791059,0.5459502823645502,0.21977541016188906,0.010210611535858881,1.0160977716234088,-0.27522846137526596,0.525982481729739,-0.31233632637775405,-0.056095449027886504,1.4924586528927442,-0.2610707324584033,1.922717018125177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.7254153459380843,-0.19211174499372957,-0.24010796988325891,0.38764467706174993,-0.5202350711389898,0.2771231447346965,0.4628703979121878,-0.30062306723823307,0.5870618591640453,-0.22972725597022947,0.5439951594581541,0.2893233031086812,-0.1997200786423584,0.7709553022457332,-0.2458868530640952,-0.36362123331880736,0.43432589498051655,-0.21200270782298528,-0.8048853708808658,-0.23971009136876464,-0.3291780320689309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7225703201580143,-0.2535725543833585,-0.2715824014799757,0.043669528489075134,-0.33028101092583456,0.4432095575989315,0.5832444000850998,-0.34297397818025166,-1.1593853002338532,-1.4612217621513879,0.23899598606036956,-3.344554103361219,-0.40435998634983755,0.7709553022457332,-0.2723919959805359,-0.18023884311374566,-0.04199310829975963,0.21574284835843954,-0.7368159183246108,-0.2755226309707128,-0.5056166310300174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7197252943779442,-0.2535725543833585,-0.3073523510365422,-0.1856472372260468,0.23958116971363114,-0.15120497265201274,0.3610154729966459,-0.36273773661986036,-1.0669549491793684,1.6175145033015081,-2.189266663683531,0.7239976340261334,-0.2488487730134984,-0.10066236665266827,-0.3088023772937201,-0.12543273063260518,0.19831197443623558,-0.008123984783240596,-0.7368159183246108,-0.3028444974721093,0.11085558220751368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7168802685978741,-0.06919012621447172,-0.07289517075529206,-0.013659662939709431,-0.1878154657659682,-0.43967084762673675,0.3795345502540173,-0.1566299700353698,-0.7166925662360571,-0.29899882194291966,0.3758545895080934,0.15022751721509697,-0.4986492882390639,-0.34580483603034384,-0.044975932055487604,-0.1199331553317295,-0.2865893532274691,0.11180467582837388,0.6586078590786192,-0.0563956128412916,-0.12935600432986913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.714035242817804,-0.19211174499372957,-0.21160135069516556,0.10099871991785155,-0.33028101092583456,-0.07253246129527083,0.24064147082373386,-0.27944761176722377,0.4070659123737325,-0.3836640692428743,0.41886729344880663,0.21977541016188906,-0.5787668513673845,0.22619425918423214,-0.22683134927461732,-0.5272810086517631,0.22405894758652084,-0.1440431334764039,-0.27734711356988867,-0.207828562377413,-0.2710737544994165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.711190217037734,-0.3150333637729874,-0.3049312409137178,0.6169614427768719,-0.5202350711389898,0.32957148563919236,0.5832444000850998,-0.35850264552565847,-1.529106704451793,0.4629884037566721,0.9545709698013258,-3.344554103361219,0.0678423491635423,0.8254314065518835,-0.30958919986436023,-0.28093796327805565,0.37854078648823175,-0.16802886559872657,-0.7878680077418021,-0.29874445175458564,0.38791378378897884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.708345191257664,-0.06919012621447172,-0.027362680380885386,-0.07098885436848584,-0.3777695259791234,0.2946059250361951,0.14804608453687823,-0.043694207523320164,-0.89668851302637,0.04735900792053128,0.6104693382756201,0.2545493566352851,1.83458578135646,0.4985747807149827,0.03718966182214796,0.02893465884714684,-1.7884961203274388,1.8387773886356225,-0.7538332814636745,0.011032396080888988,0.015196100843069195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7055001654775939,-0.3150333637729874,-0.26181986066213553,0.10099871991785155,-0.5202350711389898,0.6442615310661625,-2.631719163641026e-14,-0.34720906927445355,-0.0696801088546631,-0.06039676137032024,0.6143795840884122,6.177093765095552e-15,0.003786089964248271,-0.9450419833979947,-0.28527046828454866,-0.5908105854032581,1.734548039069919,-1.4752512662653245,-0.6176943763511643,-0.27361229618482097,-0.4333405784435483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7026551396975238,-0.13065093560410065,-0.12030206896672405,0.15832791134662796,-0.14032695071267934,0.3645370462421883,0.3795345502540173,-0.1368662115957611,-0.0696801088546631,0.6092283763656846,0.643706427684353,0.49796698194905875,0.6195953782548065,0.4713367285619077,-0.1300304971499221,-0.44820090863572304,0.6832133020999402,-0.6077672878413132,-0.12419084531831459,-0.12853235258434367,-0.5651380861012274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6998101139174537,0.6068787770714464,0.3065162155892493,0.043669528489075134,0.28706968476691985,-0.15120497265201274,-0.4075262331842554,0.316288535483838,-0.2642703216009471,0.17050845853864696,0.5518156510837384,0.13284054397839862,0.17573652026323813,0.19895620703115718,0.2586021944476463,-0.5212125117680382,0.043830135534524355,-0.13604788943562948,0.42036477513172626,0.27936547034942966,-0.5495491335825772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6969650881373837,-0.13065093560410065,-0.2045723213063206,-0.3003056200836078,-0.09283843565939055,-0.16868775295351135,0.009153005106594836,-0.2201563364483977,-0.6875040343241149,-0.1989398933157006,0.5674566343349069,0.39364514252886995,-0.12111416764853448,0.607526989327283,-0.20026548901795876,-0.316400741942323,0.8248216544265087,-0.7356911924937019,-0.1412082084573783,-0.21095763234832882,-0.6763865199843221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6941200623573136,-0.06919012621447172,-0.19059236285517345,0.15832791134662796,-0.235303980819257,0.4082439969959342,0.5091680910556157,-0.2399200948880064,-0.4783195556218594,-0.7454155804335895,0.3289316397545881,-0.006255241915186206,0.2834417348461219,0.14448010272500728,-0.17949523020758745,-0.23125214504255806,0.8419863031933652,-0.8716103411868649,0.36931268571453507,-0.1802236057194764,-0.2533590357282231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6912750365772433,-0.2535725543833585,-0.3045407392810042,0.10099871991785155,-0.1878154657659682,0.43446816744818156,-0.12974007432368856,-0.34720906927445355,-1.285868938518938,-1.4612217621513879,0.5166234387686094,-3.344554103361219,0.5169919896258488,0.8526694587049585,-0.2998380799987473,0.18785342098969254,0.3570849755296608,-0.49183624925008573,0.675625222217683,-0.2948045687848556,0.57852415776702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6884300107971733,-0.19211174499372957,-0.2136319591852763,-0.1283180457972704,-0.14032695071267934,0.2683817545839478,0.16656516179424963,-0.2681540355160188,-1.1058729917286252,0.7015904643292716,0.6397961818715608,0.37625816929217165,0.017202002657905724,-0.29132873172419343,-0.21053636013063012,-0.25078511938704756,0.6832133020999402,-0.631753019963636,-0.022086666483931972,-0.2018160709191411,-0.05495418549085676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
